rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
"		78							",https://boardgamegeek.com/boardgame/123260/suburbia,123260,Suburbia,1,4,90,90,90,2012,7.65176,7.51137,14506,//cf.geekdo-images.com/images/pic1418335.jpg,8,"Card Drafting, Set Collection, Tile Placement",17596,"City Building, Economic",Ted Alspach,2.7762
"		79							",https://boardgamegeek.com/boardgame/14105/commands-colors-ancients,14105,Commands & Colors: Ancients,2,2,60,60,60,2006,7.7992,7.50601,6772,//cf.geekdo-images.com/images/pic132447.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board",8703,"Ancient, Wargame",Richard Borg,2.6914
"		80							",https://boardgamegeek.com/boardgame/147020/star-realms,147020,Star Realms,2,2,20,20,20,2014,7.64359,7.49803,17913,//cf.geekdo-images.com/images/pic1903816.jpg,12,"Card Drafting, Deck / Pool Building, Player Elimination, Take That",27317,"Card Game, Fighting, Science Fiction","Robert Dougherty, Darwin Kastle",1.9736
"		81							",https://boardgamegeek.com/boardgame/91/paths-glory,91,Paths of Glory,2,2,480,480,480,1999,8.02488,7.49519,3569,//cf.geekdo-images.com/images/pic834645.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",6545,"Wargame, World War I",Ted Raicer,3.8032
"		82							",https://boardgamegeek.com/boardgame/17133/railways-world,17133,Railways of the World,2,6,120,120,120,2005,7.70335,7.49322,9375,//cf.geekdo-images.com/images/pic445850.jpg,10,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement",9742,"Trains, Transportation, Video Game Theme","Glenn Drover, Martin Wallace",3.0293
"		83							",https://boardgamegeek.com/boardgame/21050/combat-commander-europe,21050,Combat Commander: Europe,2,2,180,60,180,2006,7.92388,7.4815,4316,//cf.geekdo-images.com/images/pic992459.jpg,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",6233,"Wargame, World War II",Chad Jensen,3.2048
"		84							",https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,14996,Ticket to Ride: Europe,2,5,60,30,60,2005,7.59253,7.48161,34965,//cf.geekdo-images.com/images/pic66668.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",44221,"Trains, Travel",Alan R. Moon,1.9657
"		85							",https://boardgamegeek.com/boardgame/43111/chaos-old-world,43111,Chaos in the Old World,3,4,120,60,120,2009,7.68355,7.48091,11101,//cf.geekdo-images.com/images/pic1318481.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",12008,"Fantasy, Fighting, Horror, Mythology, Wargame",Eric M. Lang,3.1685
"		86							",https://boardgamegeek.com/boardgame/175155/forbidden-stars,175155,Forbidden Stars,2,4,180,120,180,2015,8.06972,7.48094,3623,//cf.geekdo-images.com/images/pic2471359.jpg,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",6894,"Bluffing, Dice, Fighting, Miniatures, Science Fiction, Wargame","Samuel Bailey, James Kniffen, Corey Konieczka",3.7362
"		87							",https://boardgamegeek.com/boardgame/39463/cosmic-encounter,39463,Cosmic Encounter,3,5,120,60,120,2008,7.60787,7.4626,18550,//cf.geekdo-images.com/images/pic1521633.jpg,12,"Hand Management, Partnerships, Take That, Variable Player Powers",22392,"Bluffing, Negotiation, Science Fiction, Space Exploration","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson",2.5513
"		88							",https://boardgamegeek.com/boardgame/27833/steam,27833,Steam,3,5,90,90,90,2009,7.68838,7.46324,7935,//cf.geekdo-images.com/images/pic392515.jpg,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",8676,"Economic, Trains, Transportation",Martin Wallace,3.4513
"		89							",https://boardgamegeek.com/boardgame/148949/istanbul,148949,Istanbul,2,5,60,40,60,2014,7.63316,7.45881,11752,//cf.geekdo-images.com/images/pic1885326.jpg,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",15067,"Arabian, Economic",Rüdiger Dorn,2.6093
"		90							",https://boardgamegeek.com/boardgame/9216/goa,9216,Goa,2,4,90,90,90,2004,7.64724,7.45588,9574,//cf.geekdo-images.com/images/pic1215969.jpg,12,"Auction/Bidding, Hand Management, Press Your Luck",9350,"Economic, Farming, Nautical, Renaissance",Rüdiger Dorn,3.3875
"		91							",https://boardgamegeek.com/boardgame/128621/viticulture,128621,Viticulture,2,6,90,90,90,2013,7.78215,7.44932,5844,//cf.geekdo-images.com/images/pic2619743.jpg,13,"Hand Management, Worker Placement",6186,"Economic, Farming","Jamey Stegmaier, Alan Stone",2.9328
"		92							",https://boardgamegeek.com/boardgame/148228/splendor,148228,Splendor,2,4,30,30,30,2014,7.54802,7.44132,28551,//cf.geekdo-images.com/images/pic1904079.jpg,10,"Card Drafting, Set Collection",38026,"Card Game, Economic, Renaissance",Marc André,1.8417
"		93							",https://boardgamegeek.com/boardgame/77423/lord-rings-card-game,77423,The Lord of the Rings: The Card Game,1,2,60,60,60,2011,7.64776,7.44033,14655,//cf.geekdo-images.com/images/pic906495.jpg,13,"Co-operative Play, Hand Management, Variable Player Powers",22586,"Card Game, Collectible Components, Fantasy, Novel-based",Nate French,3.1142
"		94							",https://boardgamegeek.com/boardgame/555/princes-florence,555,The Princes of Florence,2,5,100,75,100,2000,7.59665,7.43829,13069,//cf.geekdo-images.com/images/pic1306997.jpg,12,"Auction/Bidding, Tile Placement",13790,"City Building, Renaissance","Wolfgang Kramer, Richard Ulrich, Jens Christopher Ulrich",3.2526
"		95							",https://boardgamegeek.com/boardgame/4098/age-steam,4098,Age of Steam,1,6,120,120,120,2002,7.70269,7.43804,6694,//cf.geekdo-images.com/images/pic429576.jpg,13,"Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",6242,"Economic, Trains, Transportation",Martin Wallace,3.9284
"		96							",https://boardgamegeek.com/boardgame/146886/la-granja,146886,La Granja,1,4,120,90,120,2014,7.80953,7.43393,4676,//cf.geekdo-images.com/images/pic2031777.jpg,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement",6607,"Economic, Farming","Michael Keller (II), Andreas ""ode."" Odendahl",3.5791
"		97							",https://boardgamegeek.com/boardgame/101721/mage-wars-arena,101721,Mage Wars Arena,2,2,90,90,90,2012,7.82695,7.42737,5927,//cf.geekdo-images.com/images/pic2386027.jpg,13,"Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers",10272,"Card Game, Fantasy, Fighting","Bryan Pope, Benjamin Pope",3.6261
"		98							",https://boardgamegeek.com/boardgame/43015/hansa-teutonica,43015,Hansa Teutonica,2,5,90,45,90,2009,7.64095,7.42829,8272,//cf.geekdo-images.com/images/pic839090.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building",8166,Renaissance,Andreas Steding,3.1311
"		99							",https://boardgamegeek.com/boardgame/104006/village,104006,Village,2,4,90,60,90,2011,7.56962,7.41873,13468,//cf.geekdo-images.com/images/pic2760568.jpg,12,"Set Collection, Worker Placement",16505,"Farming, Medieval","Inka Brand, Markus Brand",3.0721
"		100							",https://boardgamegeek.com/boardgame/54043/jaipur,54043,Jaipur,2,2,30,30,30,2009,7.54349,7.41884,17795,//cf.geekdo-images.com/images/pic725500.jpg,12,"Card Drafting, Hand Management, Set Collection",24341,"Animals, Card Game",Sébastien Pauchon,1.54
"		101							",https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,31627,Ticket to Ride: Nordic Countries,2,3,60,30,60,2007,7.66599,7.4175,7894,//cf.geekdo-images.com/images/pic369616.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",11020,"Trains, Transportation, Travel",Alan R. Moon,1.9979
"		102							",https://boardgamegeek.com/boardgame/188/go,188,Go,2,2,90,90,90,-2200,7.6744,7.41653,11417,//cf.geekdo-images.com/images/pic1728832.jpg,8,Area Enclosure,15185,Abstract Strategy,(Uncredited),3.972
"		103							",https://boardgamegeek.com/boardgame/215/tichu,215,Tichu,3,10,60,60,60,1991,7.6069,7.41466,10485,//cf.geekdo-images.com/images/pic169494.jpg,10,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",15267,Card Game,Urs Hostettler,2.3511
"		104							",https://boardgamegeek.com/boardgame/154203/imperial-settlers,154203,Imperial Settlers,1,4,90,45,90,2014,7.59249,7.40826,11802,//cf.geekdo-images.com/images/pic2871265.jpg,10,"Card Drafting, Hand Management, Take That, Variable Player Powers",16164,"Ancient, Card Game, City Building, Civilization",Ignacy Trzewiczek,2.7517
"		105							",https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,176189,Zombicide: Black Plague,1,6,180,60,180,2015,7.98493,7.40792,4265,//cf.geekdo-images.com/images/pic2482309.jpg,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",8753,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",2.6099
"		106							",https://boardgamegeek.com/boardgame/129437/legendary-marvel-deck-building-game,129437,Legendary: A Marvel Deck Building Game,1,5,45,45,45,2012,7.63988,7.39547,12212,//cf.geekdo-images.com/images/pic1430769.jpg,14,"Co-operative Play, Deck / Pool Building",18428,"Card Game, Comic Book / Strip",Devin Low,2.472
"		107							",https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,234,Hannibal: Rome vs. Carthage,2,2,200,40,200,1996,7.82589,7.39451,4283,//cf.geekdo-images.com/images/pic3477797.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",6663,"Ancient, Political, Wargame",Mark Simonitch,3.4144
"		108							",https://boardgamegeek.com/boardgame/10630/memoir-44,10630,Memoir '44,2,2,60,30,60,2004,7.53076,7.39227,19164,//cf.geekdo-images.com/images/pic43663.jpg,8,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation",23943,"Wargame, World War II",Richard Borg,2.276
"		109							",https://boardgamegeek.com/boardgame/9209/ticket-ride,9209,Ticket to Ride,2,5,60,30,60,2004,7.48455,7.38922,47654,//cf.geekdo-images.com/images/pic38668.jpg,8,"Hand Management, Route/Network Building, Set Collection",59007,"Trains, Travel",Alan R. Moon,1.8783
"		110							",https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set,93260,Summoner Wars: Master Set,2,4,30,30,30,2011,7.62353,7.385,8584,//cf.geekdo-images.com/images/pic923048.jpg,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",11308,"Card Game, Fantasy, Fighting",Colby Dauch,2.5152
"		111							",https://boardgamegeek.com/boardgame/140620/lewis-clark,140620,Lewis & Clark,1,5,120,120,120,2013,7.59493,7.383,8551,//cf.geekdo-images.com/images/pic1902092.jpg,14,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement, Worker Placement",10816,"American West, Racing",Cédrick Chaboussit,3.309
"		112							",https://boardgamegeek.com/boardgame/20551/shogun,20551,Shogun,3,5,150,150,150,2006,7.58082,7.38406,10363,//cf.geekdo-images.com/images/pic145843.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding, Simultaneous Action Selection, Variable Phase Order",10288,"Economic, Medieval, Territory Building",Dirk Henn,3.3737
"		113							",https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,22545,Age of Empires III: The Age of Discovery,2,5,120,90,120,2007,7.58808,7.37806,8830,//cf.geekdo-images.com/images/pic990261.jpg,10,"Area Control / Area Influence, Set Collection, Worker Placement",7523,"Civilization, Exploration, Renaissance, Video Game Theme",Glenn Drover,3.1295
"		114							",https://boardgamegeek.com/boardgame/24181/imperial,24181,Imperial,2,6,180,120,180,2006,7.63387,7.37703,7170,//cf.geekdo-images.com/images/pic840712.jpg,13,"Area Control / Area Influence, Area Movement, Stock Holding",6045,"Economic, Fighting, Nautical, Political",Mac Gerdts,3.5764
"		115							",https://boardgamegeek.com/boardgame/97207/dungeon-petz,97207,Dungeon Petz,2,4,90,90,90,2011,7.59156,7.3765,8484,//cf.geekdo-images.com/images/pic1103979.jpg,13,"Auction/Bidding, Hand Management, Worker Placement",11309,"Animals, Fantasy, Humor",Vlaada Chvátil,3.5348
"		116							",https://boardgamegeek.com/boardgame/31481/galaxy-trucker,31481,Galaxy Trucker,2,4,60,60,60,2007,7.47379,7.37253,20371,//cf.geekdo-images.com/images/pic260554.jpg,10,"Dice Rolling, Tile Placement",20312,"Humor, Real-time, Science Fiction, Space Exploration, Transportation",Vlaada Chvátil,2.3098
"		117							",https://boardgamegeek.com/boardgame/38453/space-alert,38453,Space Alert,1,5,30,30,30,2008,7.53438,7.36791,11728,//cf.geekdo-images.com/images/pic384313.jpg,12,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management, Simultaneous Action Selection",15745,"Electronic, Real-time, Science Fiction, Space Exploration",Vlaada Chvátil,2.9279
"		118							",https://boardgamegeek.com/boardgame/146439/battlelore-second-edition,146439,BattleLore (Second Edition),2,2,90,45,90,2013,7.93972,7.36911,3422,//cf.geekdo-images.com/images/pic1854807.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",5948,"Dice, Fantasy, Miniatures, Wargame","Richard Borg, Robert A. Kouba",2.7794
"		119							",https://boardgamegeek.com/boardgame/59294/runewars,59294,Runewars,2,4,180,180,180,2010,7.7012,7.36506,6386,//cf.geekdo-images.com/images/pic1534815.jpg,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board, Simultaneous Action Selection, Variable Player Powers",8228,"Adventure, Fantasy, Fighting, Wargame",Corey Konieczka,3.7504
"		120							",https://boardgamegeek.com/boardgame/54998/cyclades,54998,Cyclades,2,5,90,60,90,2009,7.54185,7.35601,11925,//cf.geekdo-images.com/images/pic584779.jpg,13,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Dice Rolling",12755,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical","Bruno Cathala, Ludovic Maublanc",2.8305
"		121							",https://boardgamegeek.com/boardgame/12/ra,12,Ra,2,5,60,45,60,1999,7.47317,7.35476,15276,//cf.geekdo-images.com/images/pic3013552.jpg,12,"Auction/Bidding, Press Your Luck, Set Collection",14284,"Ancient, Mythology",Reiner Knizia,2.3565
"		122							",https://boardgamegeek.com/boardgame/7854/yinsh,7854,YINSH,2,2,60,30,60,2003,7.67612,7.3464,5259,//cf.geekdo-images.com/images/pic2844830.png,9,"Grid Movement, Pattern Building",6379,Abstract Strategy,Kris Burm,2.7364
"		123							",https://boardgamegeek.com/boardgame/127060/bora-bora,127060,Bora Bora,2,4,120,60,120,2013,7.60371,7.34217,6403,//cf.geekdo-images.com/images/pic1542342.jpg,12,"Dice Rolling, Set Collection, Worker Placement",8899,Dice,Stefan Feld,3.7413
"		124							",https://boardgamegeek.com/boardgame/181304/mysterium,181304,Mysterium,2,7,42,42,42,2015,7.53955,7.34194,11347,//cf.geekdo-images.com/images/pic2601683.jpg,10,"Co-operative Play, Hand Management, Pattern Recognition",17711,"Deduction, Murder/Mystery, Party Game","Oleksandr Nevskiy, Oleg Sidorenko",1.9408
"		125							",https://boardgamegeek.com/boardgame/19857/glory-rome,19857,Glory to Rome,2,5,60,60,60,2005,7.50144,7.33973,10816,//cf.geekdo-images.com/images/pic1079512.png,12,"Card Drafting, Hand Management, Set Collection, Variable Phase Order",12097,"Ancient, Card Game, City Building, Economic","Ed Carter, Carl Chudyk",2.9224
"		126							",https://boardgamegeek.com/boardgame/48726/alien-frontiers,48726,Alien Frontiers,2,4,90,90,90,2010,7.49918,7.33533,11238,//cf.geekdo-images.com/images/pic3360924.png,13,"Area Control / Area Influence, Card Drafting, Dice Rolling, Worker Placement",11096,"Dice, Science Fiction",Tory Niemann,2.5697
"		127							",https://boardgamegeek.com/boardgame/822/carcassonne,822,Carcassonne,2,5,45,30,45,2000,7.43566,7.33443,66218,//cf.geekdo-images.com/images/pic2337577.jpg,8,"Area Control / Area Influence, Tile Placement",91101,"City Building, Medieval, Territory Building",Klaus-Jürgen Wrede,1.9394
"		128							",https://boardgamegeek.com/boardgame/118048/targi,118048,Targi,2,2,60,60,60,2012,7.62494,7.33199,5883,//cf.geekdo-images.com/images/pic1629318.jpg,12,"Modular Board, Set Collection, Worker Placement",8548,"Arabian, Card Game",Andreas Steiger,2.3854
"		129							",https://boardgamegeek.com/boardgame/17392/here-i-stand,17392,Here I Stand,2,6,360,360,360,2006,7.93702,7.33328,2888,//cf.geekdo-images.com/images/pic353047.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",4013,"Negotiation, Political, Religious, Renaissance, Wargame",Ed Beach,4.1294
"		130							",https://boardgamegeek.com/boardgame/41114/resistance,41114,The Resistance,5,10,30,30,30,2009,7.43512,7.32872,25179,//cf.geekdo-images.com/images/pic2576459.jpg,13,"Partnerships, Simultaneous Action Selection, Voting",37384,"Bluffing, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents",Don Eskridge,1.6373
