fips,median_income,median_income_white,median_income_black,median_income_nativeamerican,median_income_asian,median_income_hispanic
54031,40303,41394,33973,,18065,21103
54033,43987,44182,3322941809,,,
54035,41314,41576,,,,
54037,66677,66801,7047865682,,,
54039,45882,46985,28913,25750,78125,55272
54041,37849,3785448125,,,,
54043,35800,35870,,,,
54045,36763,36929,37050,,,
54047,24921,25338,21730,,,
54049,43165,44479,23850,,43750,76250
54051,45182,45314,33250,,,
54053,36448,36003,,,,
54055,36195,37035,22448,18971,,
54057,31790,32371,9276,,231544,
54059,33221,33791,24730,,,
54061,45467,46312,26667,,52232,21985
54063,36918,37511,1559041270,,,
54065,39324,38936124219,46354,,,
54067,39171,39134,,,,
54069,40569,41507,21202,,50750,
54071,36953,37000,,,,
54073,44288,44919,,,,
54075,36827,37415,,,,
54077,45064,45167,,48125,,50729
54079,56774,57218,61034,,,
54081,41032,42058,23850,68547,56058,
54083,39457,39283,9500,,,
54085,37636,38091,,,,
54087,31813,31854,,35625,62500,22778
54089,36651,37903,29222,,,
54091,43970,44576,35234,,,
54093,40533,40922,,,,
54095,38854,39149,,,,
54097,40330,40803,,,,
54099,36318,36313246300,72571,,,
54101,29086,29295,,,,
54103,39096,39301,,,,
54105,39352,38873,,,,
54107,41884,42134,31188,52742,,32500
54109,33730,33828,,,,
56001,42834,4376821437,37286,,,
56003,51679,5189447917,40000,,,
56005,80060,81018,,70833,82750,60970
56007,56825,58156,30923,110114,,43472
56009,62307,62073,,85391,,69615
56011,60445,60685,35089,,,
56013,52773,54942,32083,45569,39412,37596
56015,42689,44524,,40714,,40417
56017,45278,45521,,,,
56019,54065,53975,,,,
56021,60706,63653,4892942148,,,
56023,66647,66896,,55750,38958,39258
56025,56871,58367,24891,41949,,40732
56027,40398,40739,,,,
56029,56363,56992,35653,51000,,50625
56031,38500,40133,17946,,,
56033,55455,56134,,60461,,48021
56035,81772,79590,127586,,,
56037,69022,69333,2353553175,,,
56039,75325,77651,41619,,,
56041,56569,56532,40194,,,
56043,47652,48110,29740,,,
56045,57738,57842,31875,,,
00000,23188759,2.92927E+11,2.55262E+11,10135833,13251817,11106699
