fips,age_adjusted_ir,lower_95_ci_for_ir,upper_95_ci_for_ir,avg_annual_incidences,recent_trend,recent_5-year_ir-trend,lower_95_ci_for_ir-trend,upper_95_ci_for_ir-trend
19125,487.9 ,457.6, 519.8,205,rising,0.4 ,0.1, 0.8
19081,487.6 ,437.9, 541.8,80,stable,0.7 ,0.0, 1.4
19187,486.9 ,458.6, 516.7,238,stable,-0.3 ,-0.6, 0.0
19041,486 ,444.6, 530.5,114,stable,0.0 ,-0.4, 0.4
19079,483.2 ,439.7, 530.1,101,stable,-0.1 ,-0.6, 0.4
19011,482.2 ,448.8, 517.7,165,stable,-0.2 ,-0.6, 0.3
19075,481.6 ,435.6, 531.5,88,stable,0.2 ,-0.5, 0.9
19107,481.2 ,428.3, 539.3,69,stable,-0.1 ,-0.6, 0.5
19009,481.1 ,416.2, 554.7,45,stable,0.2 ,-0.5, 0.9
19031,480.9 ,441.5, 523.1,120,stable,-1.0 ,-2.0, 0.0
19175,480.2 ,432.9, 531.5,83,stable,-0.1 ,-0.6, 0.3
19109,477.1 ,435.1, 522.4,113,stable,0.3 ,-0.2, 0.7
19035,475.7 ,428.4, 527.3,88,stable,0.0 ,-0.7, 0.7
19103,470.1 ,453.1, 487.5,618,falling,-0.7 ,-1.2, -0.2
19037,469.2 ,421.3, 521.4,79,stable,0.4 ,-0.1, 0.9
19077,467.3 ,418.5, 520.8,76,stable,-0.2 ,-0.6, 0.3
19195,466.2 ,407.3, 532,49,stable,0.4 ,-0.4, 1.2
19153,466 ,457.2, 474.8,2266,stable,-0.2 ,-0.3, 0.0
19105,465.3 ,429.1, 503.9,133,stable,-0.2 ,-0.6, 0.2
19167,464.6 ,433.9, 497,182,stable,0.0 ,-0.4, 0.4
19141,464.6 ,421.8, 511,98,stable,-0.2 ,-0.7, 0.3
19065,462.8 ,426.4, 501.7,135,stable,-0.1 ,-0.4, 0.2
19185,462.4 ,399.8, 533,45,stable,-0.4 ,-1.3, 0.5
19121,462.3 ,420.5, 507.5,94,stable,0.1 ,-0.5, 0.7
19131,462.2 ,411.2, 518.1,70,stable,0.0 ,-0.6, 0.6
19169,461.2 ,440.4, 482.8,390,stable,0.1 ,-0.2, 0.4
19173,460.5 ,394.8, 534.8,41,stable,0.2 ,-0.5, 0.9
19151,460.4 ,402.1, 525.9,52,stable,0.0 ,-0.5, 0.5
19019,458.4 ,421.7, 497.6,122,stable,-0.2 ,-0.7, 0.3
19161,458 ,407.2, 514,70,stable,0.2 ,-0.4, 0.7
19095,457.8 ,417.1, 501.7,101,stable,0.3 ,-0.4, 1.0
19181,456.3 ,431.5, 482.1,266,stable,0.2 ,-0.2, 0.5
19017,453.5 ,420.3, 488.8,149,stable,-0.2 ,-0.6, 0.2
19001,451.8 ,394.2, 516.6,50,stable,0.6 ,-0.2, 1.4
19049,450.8 ,429.9, 472.4,362,stable,-0.4 ,-0.7, 0.0
19099,449.1 ,422.1, 477.4,222,stable,-0.2 ,-0.5, 0.2
19189,448.5 ,399.2, 502.8,69,stable,0.5 ,-0.2, 1.2
19123,439.7 ,405.1, 476.6,128,stable,0.1 ,-0.5, 0.6
19043,438.6 ,402, 478,121,stable,-0.2 ,-0.7, 0.2
19051,437.5 ,381.3, 499.9,47,stable,0.2 ,-0.6, 1.1
19157,436.2 ,398.7, 476.5,112,stable,0.0 ,-0.5, 0.5
19047,434.6 ,395, 477.4,95,stable,-0.2 ,-0.7, 0.4
19117,432.7 ,380.7, 490.4,56,stable,0.0 ,-0.7, 0.6
19021,425.3 ,387.5, 466,100,falling,-0.8 ,-1.3, -0.3
19115,423.9 ,376.8, 475.6,63,stable,-0.2 ,-0.9, 0.5
19191,417.1 ,381.6, 455.3,116,stable,0.1 ,-0.5, 0.7
19005,406.3 ,366.1, 450.2,85,stable,-0.3 ,-1.0, 0.4
19101,404.2 ,366.8, 444.8,103,stable,0.0 ,-0.6, 0.6
19197,403.9 ,361, 450.9,76,stable,-0.6 ,-1.2, 0.0
16000,445.1 ,440.8, 449.5,8515,stable,-0.7 ,-2.6, 1.2
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
16045,497.9 ,457.4, 541.4,125,stable,0.0 ,-0.9, 1.0
16079,494.5 ,447.9, 545.2,95,stable,-0.5 ,-1.4, 0.3
16055,482.8 ,468.8, 497.2,957,falling,-0.6 ,-1.0, -0.3
16039,477.7 ,440.4, 517.3,127,falling,-1.9 ,-3.3, -0.6
16075,471.5 ,435.8, 509.4,137,stable,-0.1 ,-1.1, 0.9
16027,467.4 ,454.3, 480.8,1001,stable,-0.7 ,-1.5, 0.0
16001,462.1 ,453.3, 471,2196,falling,-0.9 ,-1.1, -0.6
16087,458.8 ,411.5, 511,76,stable,-0.9 ,-2.0, 0.3
16023,458.6 ,364.7, 572.6,19,rising,4.0 ,0.5, 7.5
16025,458.3 ,301.7, 673.9,7,stable,0.0 ,-2.3, 2.4
16019,450 ,432.3, 468.3,504,stable,0.3 ,-0.2, 0.8
16061,447.8 ,368.3, 541.4,28,falling,-3.8 ,-5.6, -1.9
16035,447.2 ,397.1, 503.2,68,stable,0.0 ,-1.5, 1.5
16069,446.2 ,420.7, 472.9,247,falling,-0.8 ,-1.3, -0.4
16017,446.1 ,422.3, 471.1,307,falling,-1.2 ,-1.8, -0.6
16021,444.2 ,398.5, 494.3,77,stable,-0.7 ,-2.1, 0.7
16047,443.2 ,401, 489,84,stable,-0.6 ,-1.6, 0.4
16015,433.1 ,374.4, 500,52,stable,-0.5 ,-2.6, 1.6
16083,421.9 ,403.2, 441.2,398,falling,-1.1 ,-1.7, -0.5
16029,421.5 ,359.8, 491.1,36,stable,0.6 ,-1.1, 2.2
16073,420.7 ,372.9, 473.3,60,falling,-1.8 ,-3.3, -0.3
16057,419.9 ,390.2, 451.3,159,stable,-0.1 ,-1.0, 0.8
16051,418.2 ,382.7, 456.1,107,stable,0.0 ,-0.8, 0.8
16009,416 ,366, 471.6,57,falling,-1.8 ,-3.1, -0.4
16063,415.7 ,340.5, 502.5,23,stable,0.5 ,-1.1, 2.2
16059,415.6 ,367.2, 470.2,64,stable,-0.5 ,-1.8, 0.9
16011,413.5 ,387.6, 440.8,197,stable,0.3 ,-0.6, 1.2
16049,412.9 ,376.9, 452,117,stable,0.7 ,-0.2, 1.6
16085,411.6 ,364.8, 463.6,69,falling,-1.6 ,-3.1, -0.1
16043,411.2 ,366.7, 459.8,65,stable,-0.4 ,-1.2, 0.5
16013,410.1 ,376, 446.8,118,stable,-0.4 ,-1.4, 0.7
16007,407.6 ,343, 481.3,32,stable,1.5 ,-0.7, 3.7
16067,397.4 ,361.4, 436.1,95,stable,-0.4 ,-1.2, 0.3
16037,395.4 ,332.1, 470.8,31,stable,-0.6 ,-2.1, 0.9
16053,394.8 ,358.9, 433.4,92,falling,-1.5 ,-2.6, -0.3
16065,389.2 ,351.8, 429.2,85,stable,0.7 ,-0.5, 1.8
16041,384.8 ,339.2, 434.9,53,stable,1.0 ,-0.5, 2.5
16031,379.8 ,345.7, 416.4,94,stable,-0.3 ,-1.3, 0.7
16005,377.8 ,359.4, 396.9,334,falling,-0.8 ,-1.3, -0.4
16081,376.3 ,323.2, 435.6,40,stable,-1.0 ,-2.6, 0.6
16003,356.6 ,290.8, 436.1,26,falling,-2.1 ,-4.1, -0.2
16077,345.9 ,291.8, 407.4,31,stable,0.6 ,-1.5, 2.7
16071,342.5 ,274.9, 423,20,stable,-0.6 ,-3.2, 2.1
16033,* ,*, *,3 or fewer,*,*,*,*
17000,466.8 ,465.2, 468.4,69570,stable,-0.4 ,-1.1, 0.4
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
17021,567.9 ,536.6, 600.7,263,stable,-0.2 ,-0.7, 0.4
17107,563.8 ,529.7, 599.6,214,stable,0.5 ,-0.2, 1.3
17025,561.4 ,512.7, 614,106,stable,0.3 ,-0.5, 1.1
17121,557.3 ,527.6, 588.2,287,stable,0.0 ,-0.6, 0.6
17137,555.7 ,524.9, 588,261,rising,0.9 ,0.3, 1.6
17017,553.6 ,502.1, 609.2,89,stable,0.7 ,-0.7, 2.1
17171,549 ,472.3, 635.8,39,stable,1.4 ,0.0, 2.9
17167,548.7 ,535.4, 562.3,1372,stable,0.1 ,-0.4, 0.6
17063,546.8 ,519, 575.8,300,stable,-0.1 ,-0.8, 0.5
17115,546.6 ,529, 564.7,792,stable,-0.4 ,-0.8, 0.0
17129,544 ,493.2, 598.9,92,stable,0.6 ,-0.4, 1.5
17061,538 ,490.4, 589.5,99,stable,0.2 ,-0.9, 1.4
17105,531.6 ,501.9, 562.7,257,stable,0.4 ,-0.4, 1.1
17055,531.3 ,503.5, 560.3,294,falling,-5.7 ,-10.7, -0.4
17131,529.9 ,486.6, 576.5,121,stable,0.8 ,-0.4, 2.0
17149,529.6 ,485.8, 576.6,118,rising,1.5 ,0.4, 2.7
17039,529.4 ,485.4, 576.5,115,falling,-7.0 ,-12.5, -1.1
17117,526.2 ,500.6, 553,343,stable,-0.1 ,-0.8, 0.5
17053,525.2 ,477, 577.3,95,stable,0.0 ,-1.2, 1.3
17123,524 ,474.7, 577.5,94,stable,0.4 ,-0.8, 1.6
17081,518.6 ,490.2, 548.3,264,stable,-0.3 ,-0.9, 0.3
17199,514.8 ,493.4, 537,458,stable,-0.1 ,-0.6, 0.4
17153,514.7 ,443.9, 594.7,43,stable,1.3 ,-0.3, 2.9
17183,513.9 ,494, 534.5,537,stable,0.0 ,-0.7, 0.7
17125,513.7 ,469.1, 561.9,107,stable,-0.8 ,-1.7, 0.2
17091,509.2 ,491.8, 527.1,682,stable,-0.5 ,-1.2, 0.1
17169,509 ,448.2, 576.7,55,rising,1.7 ,0.1, 3.4
17009,508.4 ,437.8, 587.7,38,stable,0.4 ,-2.0, 2.8
17179,508.4 ,493.1, 524,888,falling,-0.6 ,-0.9, -0.2
17003,508 ,442.7, 581.1,49,stable,-1.3 ,-3.6, 1.1
17173,507.9 ,472, 546.1,166,stable,0.7 ,-0.3, 1.7
17193,507.1 ,462.6, 555.1,105,stable,0.2 ,-1.0, 1.5
17099,506.7 ,490.1, 523.7,755,stable,-0.5 ,-1.0, 0.0
17011,506.5 ,477.3, 537.1,247,stable,-0.3 ,-1.3, 0.7
17037,505.4 ,485.6, 525.9,509,stable,0.4 ,0.0, 0.8
17165,505.3 ,470.9, 541.6,172,stable,-0.2 ,-1.0, 0.7
17057,504.9 ,476.3, 535,250,stable,-0.6 ,-1.5, 0.4
17143,500 ,486.6, 513.7,1116,falling,-0.6 ,-1.0, -0.3
17093,498.1 ,478.7, 518,539,stable,-0.1 ,-0.7, 0.4
17049,497.2 ,467.1, 528.9,217,stable,-0.3 ,-1.0, 0.4
17159,497 ,454.5, 542.7,110,stable,0.4 ,-1.3, 2.1
17005,496.9 ,455.5, 541.5,112,stable,-0.8 ,-1.7, 0.1
17147,496.3 ,454.3, 541.4,111,stable,0.0 ,-1.2, 1.2
17181,496 ,456.2, 538.7,125,stable,0.9 ,-0.4, 2.1
17075,495.6 ,464.4, 528.6,205,stable,0.4 ,-0.6, 1.4
17041,494 ,454.6, 536.1,124,stable,-0.5 ,-1.3, 0.4
17145,493.9 ,456.4, 533.9,135,stable,0.0 ,-1.2, 1.2
17083,492.8 ,456.7, 531.3,148,stable,0.2 ,-0.9, 1.3
17189,492.2 ,447.7, 540.3,97,stable,0.0 ,-1.3, 1.3
17027,491.6 ,463, 521.6,233,stable,0.4 ,-0.6, 1.4
17197,491.5 ,484.1, 499.1,3507,falling,-0.5 ,-0.8, -0.2
17109,491.5 ,458, 526.9,177,stable,-0.1 ,-1.0, 0.8
17135,491.2 ,460, 524,199,stable,-0.3 ,-1.5, 0.8
17119,490.7 ,479.8, 501.7,1647,stable,-0.3 ,-0.6, 0.1
17067,490.4 ,451.1, 532.4,132,stable,-0.4 ,-1.2, 0.5
17151,488.2 ,408.6, 581.5,34,stable,2.6 ,0.0, 5.2
17187,488.2 ,446, 533.5,108,stable,0.2 ,-1.1, 1.5
17203,486.4 ,458.4, 515.8,241,stable,-0.3 ,-1.1, 0.4
17175,484.4 ,415.9, 562.1,40,stable,0.0 ,-1.9, 2.0
17001,483.8 ,462.8, 505.6,437,stable,-0.1 ,-0.6, 0.4
17103,483.1 ,454.7, 513,232,stable,-0.6 ,-1.2, 0.0
17023,482.8 ,440.6, 528.1,105,stable,-0.6 ,-1.9, 0.7
17127,480 ,436.5, 527.1,98,stable,0.0 ,-1.2, 1.3
17073,476.9 ,453.2, 501.5,331,stable,-0.4 ,-1.0, 0.2
17157,476.4 ,447.1, 507.1,209,stable,-0.1 ,-1.1, 0.9
17095,475.8 ,452.5, 500.2,342,stable,-0.3 ,-1.0, 0.3
17141,474.7 ,451.1, 499.4,322,stable,0.0 ,-0.6, 0.6
17033,474.6 ,437.5, 514.2,127,stable,-0.4 ,-1.9, 1.0
17163,473.4 ,462.3, 484.6,1469,falling,-0.7 ,-1.1, -0.3
17079,471.9 ,419.1, 530,63,stable,0.2 ,-1.4, 1.8
17101,471.6 ,430.2, 516.1,99,stable,-0.1 ,-1.2, 1.1
17065,470.2 ,415.3, 531.1,58,stable,1.0 ,-1.0, 3.1
17139,467.8 ,423.5, 515.7,89,stable,-0.1 ,-1.5, 1.4
17085,467.4 ,433.6, 503.6,171,stable,0.0 ,-1.0, 1.1
17191,460.9 ,422.1, 502.5,113,stable,-0.3 ,-1.4, 0.7
17043,459.9 ,454, 465.8,4995,falling,-0.6 ,-0.8, -0.3
17111,459.8 ,449.4, 470.3,1598,falling,-1.1 ,-1.4, -0.8
17195,459.7 ,438.2, 482.1,373,stable,-0.5 ,-1.2, 0.3
17201,459.4 ,449.2, 469.8,1638,falling,-4.3 ,-8.2, -0.2
17097,458.2 ,451.3, 465.2,3553,falling,-0.8 ,-1.2, -0.5
17015,458.1 ,416, 503.7,103,stable,-0.7 ,-1.8, 0.4
17059,457.3 ,387.5, 537.2,35,falling,-2.5 ,-4.0, -1.0
17007,457 ,433, 482,282,stable,-0.7 ,-1.4, 0.0
17185,454.4 ,407.1, 506,75,stable,-0.5 ,-1.6, 0.7
17161,453.4 ,439.5, 467.6,867,falling,-0.9 ,-1.4, -0.3
17035,453.4 ,404, 507.5,67,falling,-1.0 ,-1.9, -0.1
17069,450.7 ,378.2, 535.8,31,stable,-0.9 ,-2.8, 1.0
17031,449.5 ,447, 452,26071,falling,-0.7 ,-1.3, -0.1
17029,449.5 ,425.1, 474.9,273,falling,-1.1 ,-1.8, -0.4
17077,448.3 ,424.2, 473.5,278,stable,-0.6 ,-1.3, 0.1
17019,446.6 ,433.2, 460.4,890,stable,0.3 ,-0.8, 1.4
17013,445.7 ,379.8, 521.7,36,stable,-1.2 ,-3.3, 1.0
17051,441.9 ,407.8, 478.4,130,stable,-0.3 ,-1.5, 1.0
17087,439.2 ,395.8, 486.6,80,stable,-1.0 ,-2.2, 0.2
17113,437.6 ,423.5, 452.1,760,falling,-3.3 ,-5.7, -0.9
17133,435.8 ,408, 465.2,195,falling,-0.8 ,-1.6, -0.1
17089,435.5 ,427.6, 443.5,2429,falling,-1.0 ,-1.2, -0.7
17045,433.7 ,397, 473.2,113,falling,-1.5 ,-2.5, -0.4
17071,420.3 ,365.9, 482,49,stable,-0.7 ,-2.1, 0.7
17177,410.2 ,387.7, 433.8,279,stable,-0.6 ,-1.3, 0.1
17047,401.7 ,344.4, 466.7,38,stable,-1.3 ,-3.1, 0.6
17155,391.1 ,332.2, 458.8,35,falling,-2.3 ,-3.6, -0.9
18000,457.9 ,455.7, 460,35470,stable,-2.0 ,-3.9, 0.0
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
18109,532.7 ,510.6, 555.6,467,stable,-4.0 ,-8.2, 0.4
18145,531.1 ,503.8, 559.5,301,stable,-3.4 ,-10.3, 3.9
18083,515.5 ,486, 546.5,244,stable,0.2 ,-0.4, 0.9
18077,513.4 ,482, 546.5,212,stable,0.0 ,-1.2, 1.2
18045,509.6 ,467.6, 554.7,117,stable,0.2 ,-0.6, 0.9
18053,506.3 ,484.7, 528.6,451,stable,-0.5 ,-1.0, 0.0
18029,505.2 ,480.1, 531.3,325,stable,0.4 ,-0.6, 1.4
18133,501.4 ,472.2, 532,229,stable,-0.1 ,-1.0, 0.8
18079,499.4 ,465.1, 535.6,168,stable,0.5 ,-0.7, 1.6
18149,497.5 ,461.8, 535.3,154,stable,-0.5 ,-1.2, 0.2
18009,492.7 ,445.7, 543.9,87,stable,-0.8 ,-2.0, 0.4
18059,490.4 ,469.5, 512,436,stable,-0.3 ,-1.0, 0.4
18159,489.6 ,446.4, 536.3,104,stable,0.4 ,-0.9, 1.7
18067,487.8 ,468.8, 507.4,535,stable,-0.1 ,-0.7, 0.6
18181,487.8 ,453.5, 524.2,165,stable,-0.2 ,-1.0, 0.7
18095,485.2 ,469.9, 500.9,807,stable,-0.2 ,-0.7, 0.2
18161,483.7 ,421.3, 553.5,47,stable,0.8 ,-0.7, 2.4
18143,483.5 ,447.8, 521.5,143,stable,-1.2 ,-2.5, 0.1
18021,483.1 ,449.7, 518.4,164,falling,-0.9 ,-1.6, -0.2
18139,482.3 ,441.2, 526.5,108,stable,-0.2 ,-1.5, 1.2
18119,482.2 ,445.8, 521.1,142,stable,-0.1 ,-1.1, 0.9
18043,481.3 ,460.9, 502.4,445,falling,-0.7 ,-1.3, -0.1
18169,481.2 ,451.3, 512.7,212,stable,0.8 ,-0.1, 1.7
18081,479.7 ,464.8, 495,808,stable,-0.3 ,-0.9, 0.2
18007,477.1 ,420.1, 540.1,54,stable,-0.9 ,-2.6, 0.9
18171,476.1 ,421.3, 536.9,58,stable,-0.6 ,-1.9, 0.7
18165,475.2 ,433.5, 520.1,103,stable,-1.0 ,-2.1, 0.1
18031,471.5 ,437.9, 507.1,154,stable,0.5 ,-0.1, 1.1
18065,471.4 ,447.5, 496.4,306,stable,-0.4 ,-0.8, 0.0
18127,470.8 ,457.1, 484.9,953,falling,-0.7 ,-1.1, -0.2
18089,470.8 ,462.8, 478.9,2789,falling,-0.6 ,-0.9, -0.2
18097,470.5 ,464.3, 476.9,4523,stable,-2.2 ,-5.3, 1.0
18035,469.3 ,452.8, 486.4,648,stable,-0.5 ,-1.1, 0.0
18019,469 ,452.6, 486,643,falling,-0.9 ,-1.5, -0.3
18167,468.4 ,451.1, 486.2,586,falling,-1.3 ,-1.8, -0.8
18015,468.1 ,430.9, 507.8,127,stable,-0.7 ,-1.9, 0.6
18075,467.7 ,430.2, 507.7,122,stable,-0.8 ,-1.6, 0.1
18091,465.3 ,449, 482,658,stable,-0.3 ,-0.7, 0.1
18093,465.2 ,440.8, 490.6,294,stable,0.4 ,-0.3, 1.0
18117,464 ,426.9, 503.6,124,stable,0.0 ,-1.3, 1.3
18085,462.5 ,442.8, 482.9,435,stable,0.2 ,-0.5, 0.9
18071,461.1 ,435.1, 488.4,243,stable,-0.9 ,-1.9, 0.1
18033,461.1 ,434.7, 488.7,241,stable,-0.4 ,-1.5, 0.7
18063,458.1 ,443.6, 472.9,792,falling,-4.4 ,-7.1, -1.7
18073,455.2 ,425.8, 486.1,189,stable,-0.7 ,-1.5, 0.2
18005,453.8 ,434.7, 473.6,437,stable,-0.4 ,-0.9, 0.2
18069,453.3 ,425.5, 482.6,209,stable,-0.3 ,-1.2, 0.7
18175,452.6 ,420.8, 486.3,160,stable,-0.7 ,-1.9, 0.5
18131,451.4 ,405.9, 501,77,stable,-0.9 ,-2.0, 0.1
18025,451.2 ,401.8, 505.5,67,stable,-0.7 ,-2.2, 0.7
18011,450.6 ,428.1, 474.1,313,stable,-0.2 ,-1.0, 0.6
18023,450.5 ,420.5, 482.1,177,stable,-0.5 ,-1.3, 0.3
18163,449.5 ,436.8, 462.6,1002,stable,-0.1 ,-1.0, 0.8
18177,448 ,427.8, 468.9,397,stable,-0.8 ,-1.6, 0.0
18061,446.3 ,419.6, 474.3,224,falling,-1.0 ,-1.9, -0.1
18125,444.6 ,400.1, 493.1,79,stable,0.5 ,-1.2, 2.2
18137,444.3 ,413.1, 477.5,159,stable,-0.5 ,-1.8, 0.7
18183,442.5 ,414, 472.5,193,stable,-0.2 ,-1.2, 0.7
18057,441.6 ,430.9, 452.5,1371,stable,-0.3 ,-1.0, 0.4
18013,439.4 ,399.9, 482.3,107,stable,-0.8 ,-2.5, 0.9
18003,439.4 ,430.1, 448.9,1787,stable,0.0 ,-0.9, 0.8
18047,438.3 ,404.2, 474.8,131,stable,-0.4 ,-1.9, 1.1
18113,438.1 ,412.9, 464.5,241,stable,-0.3 ,-1.1, 0.5
18051,437.4 ,409.1, 467.2,188,stable,0.3 ,-0.6, 1.2
18041,437.3 ,404.6, 472.2,141,falling,-0.9 ,-1.7, -0.2
18141,436.8 ,426.2, 447.6,1367,falling,-1.3 ,-1.8, -0.9
18039,434 ,421.7, 446.7,968,falling,-0.4 ,-0.7, -0.1
18179,433.5 ,402.7, 466,159,falling,-0.9 ,-1.5, -0.2
18027,433.4 ,403.3, 465.2,162,stable,-0.1 ,-1.2, 1.1
18101,432.8 ,384.5, 486.2,63,stable,-1.2 ,-2.6, 0.3
18135,432.7 ,401.5, 465.9,152,falling,-1.1 ,-2.2, -0.1
18153,432 ,396.6, 470,115,stable,-1.4 ,-2.7, 0.0
18173,428.7 ,407.9, 450.5,335,stable,-0.2 ,-1.1, 0.8
18037,428.6 ,403.4, 455.1,229,stable,-6.7 ,-14.9, 2.2
18107,427.6 ,401.4, 455.2,210,falling,-1.0 ,-1.7, -0.3
18001,426.6 ,397.2, 457.8,165,stable,-0.2 ,-1.3, 1.0
18157,425.1 ,410.8, 439.6,707,falling,-1.3 ,-1.8, -0.8
18055,424.1 ,396.7, 453,190,stable,-0.3 ,-1.3, 0.8
18105,421.9 ,406.3, 437.9,581,falling,-1.3 ,-1.9, -0.8
18129,418.7 ,387.2, 452.4,142,stable,-0.2 ,-1.5, 1.1
18049,416.4 ,381.8, 453.5,114,falling,-1.8 ,-2.7, -0.8
18111,415.3 ,374.3, 460,81,falling,-1.9 ,-2.8, -0.9
18123,411.4 ,376, 449.5,106,stable,-0.7 ,-1.9, 0.5
18103,410.2 ,383.9, 438.1,188,falling,-1.7 ,-2.4, -0.9
18017,403.2 ,377.8, 429.9,198,falling,-1.7 ,-2.5, -0.8
18099,400.1 ,376.9, 424.4,236,falling,-1.4 ,-2.2, -0.6
18147,398.8 ,365.3, 434.7,113,stable,-1.0 ,-2.2, 0.2
18087,398.6 ,370.4, 428.2,155,stable,-0.6 ,-1.5, 0.4
18151,398.2 ,371.9, 426.1,187,falling,-1.3 ,-2.2, -0.4
18115,392.7 ,334.3, 459.7,36,stable,-1.8 ,-3.7, 0.2
18155,387.3 ,340.9, 438.7,53,falling,-2.1 ,-3.5, -0.8
18121,386.3 ,349.8, 425.8,88,stable,-0.5 ,-1.9, 0.9
20000,457.8 ,454.5, 461.1,15348,falling,-0.7 ,-1.1, -0.4
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
20001,* ,*, *,3 or fewer,*,*,*,*
20003,* ,*, *,3 or fewer,*,*,*,*
20005,* ,*, *,3 or fewer,*,*,*,*
20007,* ,*, *,3 or fewer,*,*,*,*
20009,* ,*, *,3 or fewer,*,*,*,*
20011,* ,*, *,3 or fewer,*,*,*,*
20013,* ,*, *,3 or fewer,*,*,*,*
20015,* ,*, *,3 or fewer,*,*,*,*
20017,* ,*, *,3 or fewer,*,*,*,*
20019,* ,*, *,3 or fewer,*,*,*,*
20021,* ,*, *,3 or fewer,*,*,*,*
20023,* ,*, *,3 or fewer,*,*,*,*
20025,* ,*, *,3 or fewer,*,*,*,*
20027,* ,*, *,3 or fewer,*,*,*,*
20029,* ,*, *,3 or fewer,*,*,*,*
20031,* ,*, *,3 or fewer,*,*,*,*
20033,* ,*, *,3 or fewer,*,*,*,*
20035,* ,*, *,3 or fewer,*,*,*,*
20037,* ,*, *,3 or fewer,*,*,*,*
20039,* ,*, *,3 or fewer,*,*,*,*
20041,* ,*, *,3 or fewer,*,*,*,*
20043,* ,*, *,3 or fewer,*,*,*,*
20045,* ,*, *,3 or fewer,*,*,*,*
20047,* ,*, *,3 or fewer,*,*,*,*
20049,* ,*, *,3 or fewer,*,*,*,*
20051,* ,*, *,3 or fewer,*,*,*,*
20053,* ,*, *,3 or fewer,*,*,*,*
20055,* ,*, *,3 or fewer,*,*,*,*
20057,* ,*, *,3 or fewer,*,*,*,*
20059,* ,*, *,3 or fewer,*,*,*,*
20061,* ,*, *,3 or fewer,*,*,*,*
20063,* ,*, *,3 or fewer,*,*,*,*
20065,* ,*, *,3 or fewer,*,*,*,*
20067,* ,*, *,3 or fewer,*,*,*,*
20069,* ,*, *,3 or fewer,*,*,*,*
20071,* ,*, *,3 or fewer,*,*,*,*
20073,* ,*, *,3 or fewer,*,*,*,*
20075,* ,*, *,3 or fewer,*,*,*,*
20077,* ,*, *,3 or fewer,*,*,*,*
20079,* ,*, *,3 or fewer,*,*,*,*
20081,* ,*, *,3 or fewer,*,*,*,*
20083,* ,*, *,3 or fewer,*,*,*,*
20085,* ,*, *,3 or fewer,*,*,*,*
20087,* ,*, *,3 or fewer,*,*,*,*
20089,* ,*, *,3 or fewer,*,*,*,*
20091,* ,*, *,3 or fewer,*,*,*,*
20093,* ,*, *,3 or fewer,*,*,*,*
20095,* ,*, *,3 or fewer,*,*,*,*
20097,* ,*, *,3 or fewer,*,*,*,*
20099,* ,*, *,3 or fewer,*,*,*,*
20101,* ,*, *,3 or fewer,*,*,*,*
20103,* ,*, *,3 or fewer,*,*,*,*
20105,* ,*, *,3 or fewer,*,*,*,*
20107,* ,*, *,3 or fewer,*,*,*,*
20109,* ,*, *,3 or fewer,*,*,*,*
20111,* ,*, *,3 or fewer,*,*,*,*
20115,* ,*, *,3 or fewer,*,*,*,*
20117,* ,*, *,3 or fewer,*,*,*,*
20113,* ,*, *,3 or fewer,*,*,*,*
20119,* ,*, *,3 or fewer,*,*,*,*
20121,* ,*, *,3 or fewer,*,*,*,*
20123,* ,*, *,3 or fewer,*,*,*,*
20125,* ,*, *,3 or fewer,*,*,*,*
20127,* ,*, *,3 or fewer,*,*,*,*
20129,* ,*, *,3 or fewer,*,*,*,*
20131,* ,*, *,3 or fewer,*,*,*,*
20133,* ,*, *,3 or fewer,*,*,*,*
20135,* ,*, *,3 or fewer,*,*,*,*
20137,* ,*, *,3 or fewer,*,*,*,*
20139,* ,*, *,3 or fewer,*,*,*,*
20141,* ,*, *,3 or fewer,*,*,*,*
20143,* ,*, *,3 or fewer,*,*,*,*
20145,* ,*, *,3 or fewer,*,*,*,*
20147,* ,*, *,3 or fewer,*,*,*,*
20149,* ,*, *,3 or fewer,*,*,*,*
20151,* ,*, *,3 or fewer,*,*,*,*
20153,* ,*, *,3 or fewer,*,*,*,*
20155,* ,*, *,3 or fewer,*,*,*,*
20157,* ,*, *,3 or fewer,*,*,*,*
20159,* ,*, *,3 or fewer,*,*,*,*
20161,* ,*, *,3 or fewer,*,*,*,*
20163,* ,*, *,3 or fewer,*,*,*,*
20165,* ,*, *,3 or fewer,*,*,*,*
20167,* ,*, *,3 or fewer,*,*,*,*
20169,* ,*, *,3 or fewer,*,*,*,*
20171,* ,*, *,3 or fewer,*,*,*,*
20173,* ,*, *,3 or fewer,*,*,*,*
20175,* ,*, *,3 or fewer,*,*,*,*
20177,* ,*, *,3 or fewer,*,*,*,*
20179,* ,*, *,3 or fewer,*,*,*,*
20181,* ,*, *,3 or fewer,*,*,*,*
20183,* ,*, *,3 or fewer,*,*,*,*
20185,* ,*, *,3 or fewer,*,*,*,*
20187,* ,*, *,3 or fewer,*,*,*,*
