fips,age_adjusted_ir,lower_95_ci_for_ir,upper_95_ci_for_ir,avg_annual_incidences,recent_trend,recent_5-year_ir-trend,lower_95_ci_for_ir-trend,upper_95_ci_for_ir-trend
42061,433.8 ,410.4, 458.2,277,stable,0.0 ,-0.8, 0.7
42067,433.3 ,401.1, 467.7,145,rising,1.3 ,0.2, 2.3
42127,426.3 ,405.4, 448.2,349,stable,-0.7 ,-1.6, 0.1
42109,424.8 ,399.8, 451,229,stable,-0.7 ,-1.7, 0.2
42027,424.7 ,410.5, 439.3,708,stable,-0.6 ,-1.2, 0.1
42053,398.1 ,343.3, 461.2,44,stable,-0.3 ,-2.2, 1.8
72001,356.3 ,353.7, 358.9,15841,stable,-1.0 ,-6.9, 5.2
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
44000,472.8 ,467.4, 478.2,6272,falling,-1.4 ,-1.9, -0.9
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
44003,507.4 ,493.8, 521.3,1140,falling,-0.5 ,-0.8, -0.3
44009,496.2 ,480.7, 512.1,876,falling,-0.8 ,-1.2, -0.4
44001,470.4 ,446.7, 495.2,323,stable,-0.6 ,-1.3, 0.0
44005,460 ,442.3, 478.3,560,falling,-1.4 ,-1.9, -1.0
44007,459.4 ,452.3, 466.6,3372,falling,-1.1 ,-1.4, -0.7
45000,449.6 ,447.2, 452.1,27846,falling,-2.0 ,-3.6, -0.5
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
45087,517.8 ,485.2, 552.2,204,stable,0.5 ,-0.4, 1.4
45023,498.4 ,468.3, 530.1,220,stable,-0.1 ,-0.8, 0.5
45029,496.6 ,468.7, 525.9,259,stable,-0.4 ,-1.3, 0.4
45059,481.9 ,461, 503.7,424,stable,-0.1 ,-0.5, 0.4
45021,481 ,457.6, 505.4,335,stable,0.0 ,-0.6, 0.6
45077,479.9 ,463.5, 496.7,690,stable,-0.1 ,-0.5, 0.4
45061,479 ,438.4, 522.5,111,stable,-0.2 ,-1.6, 1.3
45067,478.9 ,448.5, 510.9,204,stable,-0.1 ,-1.0, 0.9
45085,477.8 ,460.5, 495.6,602,stable,-0.3 ,-1.0, 0.3
45083,472.3 ,462.1, 482.6,1714,falling,-0.4 ,-0.8, -0.1
45089,471.1 ,441.6, 502.2,210,stable,0.0 ,-0.8, 0.8
45007,469.9 ,457.7, 482.4,1184,falling,-0.7 ,-1.0, -0.4
45043,467.8 ,447.2, 489.3,470,stable,0.0 ,-0.7, 0.8
45045,466.5 ,458.5, 474.5,2711,stable,-0.2 ,-0.5, 0.1
45091,466.1 ,454.7, 477.7,1343,falling,-0.9 ,-1.5, -0.2
45041,459.9 ,445.2, 475,780,stable,-1.6 ,-3.7, 0.6
45073,459.8 ,441.4, 478.8,533,stable,2.1 ,-0.4, 4.7
45009,458 ,414.5, 505.1,94,stable,-0.8 ,-1.6, 0.0
45001,457.5 ,424.7, 492.3,160,stable,0.0 ,-0.9, 1.0
45065,457.1 ,409.5, 510.1,86,stable,-0.6 ,-1.8, 0.7
45035,456.9 ,442.1, 472.1,763,falling,-1.2 ,-1.6, -0.8
45025,454.9 ,430.4, 480.6,275,stable,0.3 ,-0.5, 1.1
45057,453.8 ,436.5, 471.6,565,stable,0.0 ,-0.9, 0.9
45069,449.7 ,417.9, 483.4,157,stable,-0.3 ,-1.4, 0.8
45063,449.3 ,438.9, 459.8,1515,stable,-2.1 ,-8.0, 4.2
45033,446.4 ,415.8, 478.7,169,stable,-0.4 ,-1.6, 0.8
45019,445.4 ,436.6, 454.3,2091,falling,-1.2 ,-1.6, -0.8
45031,444.3 ,424.3, 465,401,stable,-0.5 ,-1.2, 0.1
45015,444.1 ,431.3, 457.1,991,falling,-1.1 ,-1.5, -0.6
45055,442.3 ,421.8, 463.7,373,falling,-1.3 ,-1.9, -0.8
45079,438.3 ,429, 447.8,1779,falling,-1.3 ,-1.7, -0.9
45017,435.9 ,395.7, 479.6,97,stable,-0.8 ,-2.6, 1.1
45047,435.8 ,416.2, 456.2,393,stable,-0.6 ,-1.2, 0.0
45071,433.6 ,407.5, 461,223,falling,-0.9 ,-1.6, -0.1
45051,433 ,424.2, 442,2093,falling,-6.5 ,-10.8, -2.0
45039,432.5 ,399.9, 467.3,146,falling,-1.2 ,-1.9, -0.5
45075,431.1 ,413.8, 449,510,falling,-0.9 ,-1.6, -0.3
45081,427.5 ,392.2, 465.2,117,stable,-0.4 ,-1.6, 0.8
45027,423 ,396.7, 450.9,217,falling,-4.3 ,-7.1, -1.4
45011,407.4 ,373.3, 443.9,114,stable,-1.2 ,-2.4, 0.1
45053,405.3 ,374.9, 437.6,146,stable,-0.7 ,-1.8, 0.3
45049,402.1 ,367.1, 439.7,103,stable,-1.2 ,-2.4, 0.1
45013,398.1 ,387.1, 409.4,1178,falling,-1.9 ,-2.3, -1.4
45003,396.3 ,384.2, 408.7,880,falling,-0.9 ,-1.7, -0.2
45005,382.8 ,333.9, 437.5,48,stable,-1.0 ,-2.3, 0.3
45037,377.8 ,349.3, 408.3,138,stable,-1.3 ,-2.6, 0.0
46000,459.1 ,453.1, 465.3,4719,stable,-0.2 ,-0.5, 0.2
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
46077,613.8 ,532.4, 705.4,47,stable,1.3 ,-0.8, 3.4
46061,558.8 ,442.9, 695.1,19,rising,2.9 ,0.7, 5.3
46043,555 ,444.4, 685.9,22,stable,1.0 ,-1.5, 3.5
46003,553.8 ,448.3, 678.4,21,stable,2.1 ,-0.2, 4.4
46075,549 ,376.7, 782.5,8,stable,-1.6 ,-5.7, 2.6
46087,546.4 ,470.3, 632,40,stable,0.6 ,-0.9, 2.2
46015,537.2 ,459.5, 625,37,stable,0.0 ,-2.7, 2.7
46027,534.4 ,475.7, 598.4,64,rising,2.0 ,0.7, 3.3
46115,530.5 ,460.6, 608.6,48,stable,-0.1 ,-2.1, 1.9
46045,528.2 ,441.1, 628.8,30,rising,3.7 ,1.6, 5.8
46127,527.4 ,480.5, 578,100,stable,-2.3 ,-5.1, 0.7
46097,527.4 ,410, 670.2,17,stable,0.8 ,-2.0, 3.7
46089,524.8 ,412.3, 661.1,20,stable,2.2 ,-1.0, 5.6
46099,521.8 ,506.8, 537.1,986,stable,-0.2 ,-0.7, 0.4
46025,516.2 ,428.9, 617.7,28,stable,1.4 ,-0.7, 3.6
46069,515 ,372, 700.2,11,stable,0.4 ,-1.7, 2.5
46017,499.9 ,348.5, 693,7,stable,1.3 ,-3.4, 6.3
46111,495 ,382.3, 631.8,15,stable,-0.4 ,-3.2, 2.5
46049,488.1 ,383.2, 616,17,stable,1.3 ,-1.0, 3.6
46065,487.6 ,445.5, 532.7,107,stable,0.5 ,-1.0, 1.9
46035,485.1 ,445.5, 527.4,122,stable,1.3 ,-0.4, 3.0
46047,485 ,424.7, 553.1,59,falling,-2.4 ,-4.2, -0.6
46023,484.7 ,427.6, 547.6,58,stable,-0.2 ,-1.5, 1.1
46011,482.8 ,447.7, 520,147,stable,-0.2 ,-1.3, 1.0
46005,482.2 ,440.9, 526.4,110,stable,-0.2 ,-1.4, 1.0
46125,481.6 ,424.6, 544.7,57,stable,1.1 ,-0.4, 2.6
46037,478.2 ,409.5, 556.3,43,stable,0.4 ,-1.4, 2.2
46059,475.2 ,382.7, 585,24,stable,0.9 ,-1.8, 3.7
46013,473.4 ,444.9, 503.3,224,stable,0.1 ,-0.7, 0.9
46067,471.8 ,410.8, 539.9,51,stable,0.4 ,-1.5, 2.3
46029,466.4 ,434.4, 500.2,167,stable,0.0 ,-0.9, 0.9
46051,464.5 ,405.5, 530.5,50,stable,0.0 ,-1.5, 1.5
46107,463.1 ,355.9, 595.7,18,stable,1.5 ,-1.9, 5.0
46055,460.7 ,353.8, 595.4,15,stable,-2.2 ,-18.5, 17.2
46057,458.9 ,388.6, 538.6,33,stable,1.4 ,-0.4, 3.2
46121,457.7 ,381.9, 543,29,stable,-0.2 ,-2.4, 2.1
46095,454.9 ,331.5, 609.1,10,stable,-0.6 ,-4.7, 3.7
46039,450.2 ,376.9, 535.3,29,stable,-1.2 ,-3.3, 1.0
46009,448.1 ,388.2, 515.3,44,stable,-0.8 ,-3.0, 1.5
46123,447 ,382, 521.1,39,stable,-0.8 ,-2.5, 0.9
46041,444.3 ,362.2, 538.8,22,stable,-0.1 ,-3.1, 2.9
46019,439.8 ,389.1, 495.8,61,stable,-1.2 ,-2.5, 0.1
46079,438.6 ,392, 489.6,76,falling,-2.0 ,-3.4, -0.6
46083,437.9 ,412.6, 464.3,237,stable,-0.5 ,-1.3, 0.4
46117,436.8 ,347.4, 544,18,stable,-1.9 ,-3.9, 0.2
46053,434.8 ,359.3, 523,28,stable,0.4 ,-2.5, 3.3
46085,434.2 ,349.6, 533.6,20,stable,-1.6 ,-4.1, 0.9
46103,429.4 ,413.2, 446.1,576,falling,-1.5 ,-2.1, -0.9
46071,428.9 ,331.5, 545.6,14,stable,-0.9 ,-4.3, 2.7
46113,428.6 ,367.2, 496.6,40,falling,-1.8 ,-3.4, -0.1
46073,427 ,322.6, 558.6,15,stable,-2.0 ,-5.5, 1.6
46081,403.6 ,372.1, 437.3,140,falling,-1.2 ,-2.4, -0.1
46093,400.1 ,367.8, 434.6,122,falling,-1.4 ,-2.2, -0.5
46109,394.4 ,344.5, 449.6,51,stable,0.3 ,-1.1, 1.8
46135,393.6 ,361.4, 428,119,stable,-0.6 ,-1.9, 0.8
46007,389.8 ,296.9, 502.1,13,stable,-1.1 ,-4.2, 2.1
46129,386 ,323.3, 458.3,32,stable,-1.1 ,-2.9, 0.8
46101,383.2 ,326, 448.3,34,stable,-0.4 ,-1.8, 1.1
46033,370.6 ,322.4, 425.4,57,falling,-2.3 ,-4.0, -0.6
46021,364.3 ,244, 531.2,8,stable,1.3 ,-3.5, 6.2
46091,346.7 ,282.8, 421.8,24,stable,-0.2 ,-3.0, 2.6
46105,325.9 ,246.7, 424.4,14,stable,-1.4 ,-4.0, 1.3
46031,296.9 ,222.4, 387.9,11,stable,1.2 ,-4.1, 6.8
46063,271.5 ,159.8, 432.8,4,stable,-2.4 ,-7.8, 3.3
46119,265 ,166.5, 405.5,5,stable,-1.1 ,-5.8, 3.9
46137,190.8 ,119, 289.1,5,stable,-0.5 ,-6.0, 5.4
00000,,,,,,,,
47000,466 ,463.8, 468.2,37470,falling,-0.4 ,-0.6, -0.1
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
47067,554.2 ,486.4, 629.8,53,stable,2.4 ,-0.2, 5.0
47169,541.9 ,479.4, 610.4,58,stable,1.1 ,-0.2, 2.4
47121,540.9 ,489.4, 596.9,91,rising,2.5 ,1.0, 4.0
47005,531.8 ,489.9, 576.8,134,rising,1.3 ,0.2, 2.4
47025,525.4 ,494, 558.4,228,stable,0.6 ,-0.2, 1.5
47017,525.4 ,492.5, 560.1,205,rising,1.1 ,0.3, 1.9
47111,523.7 ,485.7, 563.9,148,stable,0.5 ,-0.5, 1.5
47069,523.3 ,488.4, 560.1,176,rising,5.0 ,0.9, 9.2
47083,520.9 ,460.9, 587.1,60,rising,2.3 ,0.6, 4.0
47135,516.6 ,455.4, 584.3,58,stable,0.6 ,-0.9, 2.1
47143,515.7 ,484.9, 548.2,222,stable,-0.4 ,-1.6, 0.8
47117,514.2 ,482.4, 547.8,205,stable,0.3 ,-0.5, 1.0
47133,512.5 ,476.4, 550.9,160,stable,0.2 ,-0.7, 1.0
47013,510.8 ,484.1, 538.8,293,stable,0.3 ,-0.6, 1.2
47119,509.8 ,490.4, 529.8,555,stable,0.4 ,-0.4, 1.2
47043,508.2 ,483.2, 534.3,323,stable,0.6 ,-0.1, 1.4
47131,505.1 ,474.4, 537.4,217,stable,1.1 ,0.0, 2.3
47101,502.9 ,454.2, 555.9,86,stable,0.6 ,-0.7, 1.9
47115,500.1 ,468.1, 533.9,198,stable,0.2 ,-0.8, 1.3
47167,499.1 ,475.2, 524,345,stable,-0.2 ,-1.3, 0.9
47085,498.6 ,459.6, 540.4,130,stable,-0.7 ,-1.9, 0.6
47023,498.5 ,455.4, 544.8,104,rising,2.4 ,1.2, 3.6
47151,496.9 ,458.8, 537.3,133,stable,0.5 ,-0.8, 1.7
47155,496.5 ,479, 514.6,653,stable,0.2 ,-0.5, 1.0
47073,496.5 ,474.1, 519.8,401,stable,-0.1 ,-1.1, 0.9
47161,494.3 ,449.1, 543.2,95,stable,0.5 ,-0.6, 1.6
47185,494.1 ,461.4, 528.7,182,stable,0.1 ,-1.0, 1.2
47079,493.5 ,465.2, 523.4,250,stable,1.0 ,0.0, 1.9
47021,492.8 ,463.6, 523.4,233,stable,0.5 ,-0.7, 1.7
47109,492.1 ,459.3, 526.9,181,rising,1.5 ,0.5, 2.5
47123,491.7 ,466.8, 517.8,320,stable,0.4 ,-0.8, 1.6
47075,490.8 ,450, 534.5,117,rising,1.8 ,0.6, 2.9
47009,488.9 ,473.9, 504.3,867,falling,-0.9 ,-1.6, -0.1
47059,487.6 ,467.6, 508.4,485,stable,0.7 ,-0.1, 1.5
47089,486.4 ,463, 510.7,355,stable,0.6 ,-0.1, 1.3
47153,485.2 ,441.5, 532.4,99,stable,-7.6 ,-17.6, 3.7
47081,482.2 ,447.7, 518.8,153,stable,0.0 ,-1.2, 1.2
47183,480.4 ,450.4, 512.1,204,rising,1.5 ,0.5, 2.5
47163,479.1 ,466, 492.6,1098,stable,0.3 ,-0.2, 0.8
47173,478.9 ,440, 520.4,122,stable,-2.9 ,-5.8, 0.0
47147,478.3 ,456.6, 500.7,387,stable,-0.2 ,-0.7, 0.3
47047,478.1 ,452.1, 505.3,281,stable,-0.5 ,-1.4, 0.5
47171,477.2 ,439.3, 517.9,131,rising,1.4 ,0.4, 2.4
47105,477.2 ,454.9, 500.4,407,stable,0.4 ,-0.3, 1.0
47029,476.9 ,449.2, 506.1,244,stable,0.3 ,-0.5, 1.2
47053,476.7 ,452.5, 501.9,305,stable,0.6 ,-0.1, 1.2
47045,476.3 ,448, 506,223,rising,1.1 ,0.2, 2.0
47057,476 ,441.6, 512.7,155,stable,-0.5 ,-1.5, 0.4
47061,475.8 ,431.3, 524,91,stable,0.4 ,-0.7, 1.6
47097,475.6 ,441.1, 512.1,148,stable,-1.7 ,-4.4, 1.0
47049,473.6 ,435.3, 514.7,126,stable,-0.2 ,-1.3, 1.0
47031,472.9 ,449.7, 497,327,stable,0.3 ,-0.6, 1.1
47033,471.4 ,427.5, 519,89,rising,1.2 ,0.1, 2.3
47051,467.6 ,441.9, 494.5,268,falling,-4.9 ,-8.6, -1.1
47177,466.9 ,440.3, 494.7,242,stable,0.2 ,-0.6, 1.0
47093,466.7 ,458.4, 475.2,2492,falling,-1.0 ,-1.5, -0.5
47063,466 ,444.9, 487.8,385,stable,0.0 ,-1.1, 1.1
47039,464.6 ,419.5, 513.8,86,stable,0.4 ,-0.4, 1.2
47181,464.1 ,424.6, 506.7,107,stable,1.1 ,0.0, 2.2
47065,463.6 ,454.5, 472.9,2093,falling,-1.0 ,-1.7, -0.4
47125,463.1 ,447.7, 478.8,733,stable,0.0 ,-0.5, 0.6
47165,462.6 ,449.5, 476,992,falling,-0.7 ,-1.0, -0.3
47099,462 ,436.6, 488.7,258,stable,0.0 ,-0.8, 0.9
47139,461.8 ,422.4, 504.3,110,stable,0.6 ,-0.7, 1.9
47001,461.1 ,442.3, 480.6,491,falling,-1.8 ,-3.1, -0.4
47003,459.1 ,433.6, 485.7,253,stable,0.5 ,-0.1, 1.1
47145,458.8 ,437.1, 481.4,377,stable,-0.3 ,-1.0, 0.5
47179,458.8 ,443.7, 474.2,747,stable,0.3 ,-0.3, 0.8
47141,458.6 ,438.6, 479.3,416,stable,-0.6 ,-1.2, 0.0
47175,458.5 ,394.2, 531.7,41,stable,1.1 ,-1.4, 3.7
47113,458.4 ,441, 476.4,552,stable,0.3 ,-0.4, 1.0
47157,458.2 ,452.1, 464.3,4562,falling,-0.5 ,-0.8, -0.1
47107,456.2 ,433.8, 479.5,335,stable,0.7 ,0.0, 1.4
47035,452.9 ,432.8, 473.8,477,falling,-1.2 ,-1.7, -0.7
47149,452.9 ,441.4, 464.6,1265,stable,-0.2 ,-0.5, 0.1
47129,451.2 ,415.9, 488.9,128,falling,-1.9 ,-2.6, -1.1
47189,450.8 ,435.7, 466.3,715,falling,-1.3 ,-2.0, -0.5
47159,450.3 ,412.5, 491,111,stable,1.1 ,-0.3, 2.5
47027,449.3 ,395.7, 509.4,56,stable,-0.7 ,-1.9, 0.6
47011,448.4 ,431.9, 465.4,579,stable,-0.9 ,-2.4, 0.6
47095,447.1 ,386.5, 515.3,40,rising,1.8 ,0.2, 3.4
47071,444.5 ,414.2, 476.7,176,stable,0.6 ,-0.4, 1.6
47037,443.8 ,436.6, 451.1,3023,falling,-1.6 ,-2.2, -1.0
47187,441.9 ,429.5, 454.6,1033,falling,-0.6 ,-1.0, -0.2
47077,441.2 ,410.5, 473.8,162,stable,0.4 ,-0.6, 1.3
47127,436.3 ,376, 504.6,41,stable,1.6 ,-0.2, 3.5
47055,431.8 ,402.9, 462.3,180,stable,0.3 ,-0.6, 1.3
47091,430.2 ,394.5, 468.6,115,stable,1.6 ,-0.3, 3.5
47015,427.8 ,385.5, 473.8,80,falling,-2.6 ,-4.7, -0.5
47019,424 ,403.6, 445.3,353,stable,0.5 ,-0.4, 1.3
47007,422.1 ,382, 465.7,86,stable,-1.5 ,-3.2, 0.3
47087,414.7 ,371.5, 462.2,76,falling,-1.4 ,-2.7, -0.2
47137,408.9 ,345.5, 482.5,36,stable,0.0 ,-2.2, 2.2
47041,407.5 ,373.1, 444.4,110,falling,-0.9 ,-1.6, -0.2
47103,376.9 ,351.4, 403.9,175,stable,-1.8 ,-3.6, 0.0
48000,411.2 ,410.1, 412.3,114140,falling,-0.5 ,-0.8, -0.2
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
48373,601 ,573.1, 630.1,394,rising,1.8 ,0.5, 3.2
48119,555.1 ,479, 641,42,rising,2.2 ,0.5, 3.9
48281,514.8 ,476.6, 555.6,144,stable,1.0 ,-0.1, 2.1
48155,507.9 ,354.9, 710.2,10,rising,4.7 ,0.5, 9.1
48183,502.4 ,485.5, 519.7,699,rising,2.0 ,0.4, 3.5
48241,498.1 ,468.8, 528.9,235,stable,0.1 ,-0.8, 1.0
48455,491.9 ,448.4, 539,116,stable,0.8 ,-0.4, 1.9
48213,491.8 ,473.1, 511.1,582,stable,-0.6 ,-1.3, 0.1
48027,487.9 ,476.6, 499.5,1454,stable,-0.4 ,-0.8, 0.0
48147,485 ,456.1, 515.3,223,stable,0.2 ,-0.5, 0.9
48277,483.4 ,459.1, 508.6,318,stable,-0.3 ,-1.1, 0.5
48099,480.6 ,456.1, 506.1,300,stable,-0.3 ,-0.9, 0.3
48073,478.3 ,454, 503.6,306,stable,0.2 ,-0.3, 0.8
48433,477.2 ,345.9, 648,10,stable,2.5 ,-1.6, 6.8
48233,476.7 ,439, 516.8,126,stable,-0.4 ,-1.5, 0.7
48353,475.7 ,431.6, 523.2,90,stable,-0.5 ,-1.7, 0.8
48273,473.9 ,439, 511,141,stable,0.0 ,-1.1, 1.2
48217,473.4 ,445.4, 502.8,236,stable,-0.2 ,-1.3, 0.8
48307,473.4 ,417.3, 535.7,57,stable,-0.3 ,-2.2, 1.5
48435,471.6 ,385.1, 572.4,22,stable,-0.4 ,-3.1, 2.4
48257,469.2 ,451.6, 487.4,562,stable,-0.3 ,-0.7, 0.1
48251,468.5 ,454.1, 483.2,843,stable,-0.4 ,-0.8, 0.1
48181,468.3 ,453.2, 483.8,771,falling,-0.6 ,-1.0, -0.2
48275,467.8 ,383.6, 566.2,23,stable,1.0 ,-1.4, 3.4
48459,467.1 ,440.6, 494.9,249,stable,-0.4 ,-1.2, 0.5
48471,466.3 ,444.2, 489.2,349,rising,8.8 ,0.2, 18.2
48367,465.7 ,450.1, 481.7,717,stable,-0.5 ,-0.9, 0.0
48115,465 ,414.8, 519.6,65,stable,0.0 ,-1.2, 1.2
48375,464.4 ,447, 482.4,555,falling,-0.7 ,-1.1, -0.2
48191,463.1 ,372.5, 571.3,21,stable,0.3 ,-2.9, 3.6
48427,461.7 ,436.7, 487.7,258,rising,2.4 ,0.5, 4.3
48487,461.6 ,413.4, 514,73,falling,-1.2 ,-2.4, -0.1
48485,461.2 ,445.3, 477.6,665,rising,1.7 ,0.3, 3.1
48287,461 ,420.8, 504.2,103,stable,0.6 ,-0.6, 2.0
48403,460.3 ,412.5, 513,88,stable,1.5 ,-0.2, 3.1
48467,459.8 ,437.7, 482.9,351,stable,0.0 ,-0.7, 0.7
48199,459.5 ,436.6, 483.4,318,falling,-1.0 ,-1.8, -0.2
48423,459 ,447.3, 470.9,1225,falling,-0.9 ,-1.4, -0.4
48483,458.2 ,387.6, 538.6,32,stable,-0.1 ,-2.1, 2.0
48361,458 ,439.1, 477.5,464,falling,-1.5 ,-2.2, -0.7
48063,457.7 ,411.3, 508.2,76,stable,0.8 ,-0.4, 2.1
48231,456.9 ,438.8, 475.5,508,stable,-0.6 ,-1.5, 0.3
48401,456.6 ,433.3, 481,299,stable,-1.9 ,-10.0, 7.0
48343,455 ,409.2, 505,81,stable,0.0 ,-1.2, 1.2
48067,454.6 ,425.3, 485.6,199,stable,0.7 ,-0.2, 1.6
48441,454.5 ,438.8, 470.6,663,stable,0.2 ,-0.3, 0.7
48123,454 ,418.1, 492.3,127,stable,-0.5 ,-1.4, 0.5
48331,453.8 ,421, 488.7,155,stable,-0.4 ,-1.3, 0.5
48379,453.7 ,407.6, 504.2,84,stable,0.4 ,-0.7, 1.6
48239,452.8 ,408.5, 500.7,82,stable,-1.3 ,-3.0, 0.4
48005,452.7 ,434.2, 471.8,467,falling,-1.5 ,-2.1, -0.9
48223,451.2 ,423, 480.7,204,stable,-0.5 ,-1.6, 0.6
48081,451 ,368, 549.9,25,stable,1.3 ,-0.9, 3.4
48315,448.7 ,401.8, 500.5,78,stable,-0.6 ,-2.0, 0.9
48221,448.3 ,427.6, 469.8,410,stable,3.2 ,-0.8, 7.3
48139,447.9 ,433.6, 462.6,779,falling,-0.6 ,-1.0, -0.2
48071,447.5 ,417.5, 479.1,177,stable,4.3 ,-0.6, 9.4
48469,447 ,428.6, 466,468,falling,-1.0 ,-1.6, -0.4
48337,446.6 ,410.9, 485,127,stable,0.0 ,-0.8, 0.8
48321,445.3 ,417.4, 474.7,203,stable,1.5 ,0.0, 3.0
48497,445.2 ,423.5, 467.7,336,rising,0.9 ,0.2, 1.7
48451,445.2 ,428.8, 462.1,583,stable,-0.3 ,-1.1, 0.4
48503,445.1 ,407.3, 485.6,111,falling,-0.9 ,-1.6, -0.1
48491,444.4 ,436, 452.9,2255,rising,3.0 ,1.8, 4.3
48225,443.7 ,411.1, 478.5,149,stable,0.9 ,-0.6, 2.5
48001,442.7 ,420, 466.2,294,stable,0.2 ,-0.7, 1.1
48021,441.9 ,422.5, 461.9,425,falling,-0.9 ,-1.7, -0.1
48499,441.9 ,418.7, 466.2,329,stable,0.3 ,-0.4, 1.0
48023,440.9 ,364.5, 531.2,26,stable,-0.7 ,-3.3, 2.0
48429,440.3 ,388.1, 498.2,56,stable,-1.2 ,-2.9, 0.5
48291,440.2 ,420.2, 460.9,386,stable,-0.7 ,-1.5, 0.0
48007,439.7 ,409.1, 472.2,186,falling,-2.0 ,-2.9, -1.0
48365,439.7 ,406.2, 475.3,137,stable,-0.6 ,-1.7, 0.4
48335,438.6 ,380.3, 503.5,42,stable,-0.3 ,-2.3, 1.7
48097,436.7 ,410.7, 464,227,stable,-0.7 ,-1.5, 0.2
48077,436.2 ,387.8, 489.5,67,stable,0.2 ,-0.9, 1.4
48203,436.1 ,415.4, 457.6,351,falling,-1.0 ,-1.8, -0.2
48439,435.7 ,431.4, 440,8313,falling,-1.0 ,-1.2, -0.9
48363,435.4 ,405, 467.6,167,falling,-1.0 ,-2.0, -0.1
48051,434.6 ,397.1, 474.9,112,stable,-0.1 ,-1.7, 1.5
48161,434.1 ,398.6, 472.1,118,stable,-0.4 ,-1.9, 1.0
48145,434.1 ,395.5, 475.6,98,stable,-0.6 ,-2.2, 1.0
48293,434 ,400.9, 469.4,136,stable,0.0 ,-1.3, 1.3
48309,433.9 ,422.6, 445.6,1152,stable,1.5 ,-0.3, 3.3
48049,433 ,407, 460.4,223,falling,-1.1 ,-1.8, -0.5
48285,431 ,396.2, 468.2,130,falling,-1.2 ,-2.2, -0.1
48053,430.3 ,407.1, 454.5,291,stable,-0.7 ,-1.4, 0.1
48349,430 ,406.4, 454.7,261,stable,-0.7 ,-1.5, 0.1
48381,430 ,414.8, 445.5,634,falling,-1.0 ,-1.5, -0.6
48235,429.7 ,314.4, 579.1,10,stable,1.2 ,-2.5, 5.1
48387,429.6 ,387.2, 475.9,85,falling,-1.4 ,-2.5, -0.3
48481,428.5 ,402.8, 455.5,219,falling,-1.2 ,-1.9, -0.5
48075,427.6 ,364.1, 499.1,34,stable,-0.1 ,-1.6, 1.3
48083,427.1 ,376.4, 483.8,58,stable,-0.4 ,-1.9, 1.2
48409,425.7 ,404.6, 447.7,316,stable,-0.5 ,-1.1, 0.2
48175,425 ,369.4, 487.6,48,stable,-1.0 ,-2.2, 0.2
48113,424.2 ,420.4, 428,10005,stable,-0.3 ,-0.6, 0.1
48399,424 ,375.5, 477.5,61,stable,-1.0 ,-2.6, 0.6
48303,423.3 ,412.5, 434.2,1224,falling,-1.3 ,-1.8, -0.9
48035,423.2 ,387.3, 461.8,121,stable,0.6 ,-0.4, 1.6
48475,422.7 ,371.9, 478.6,52,stable,-0.7 ,-2.4, 1.1
48011,422 ,313, 560.4,12,stable,1.6 ,-1.0, 4.2
48135,421.7 ,406, 437.8,568,falling,-1.0 ,-1.8, -0.3
48179,421 ,386.6, 457.8,113,falling,-3.8 ,-6.0, -1.6
48193,421 ,369.4, 478.6,56,stable,-1.1 ,-2.6, 0.3
48407,420.7 ,391.4, 451.8,173,stable,-0.4 ,-1.3, 0.5
48039,419.6 ,409.7, 429.6,1458,falling,-1.6 ,-2.0, -1.2
48187,419 ,404.9, 433.3,695,falling,-1.3 ,-1.7, -0.9
48037,418.3 ,401.3, 435.9,475,falling,-1.1 ,-1.6, -0.6
48159,417.9 ,369.4, 471.4,62,stable,-0.2 ,-1.8, 1.4
48391,417.5 ,360.4, 481.7,43,falling,-2.1 ,-3.6, -0.7
48107,417.2 ,349.5, 494.6,30,stable,0.4 ,-1.3, 2.1
48253,416.2 ,379.5, 455.6,97,stable,-0.1 ,-1.4, 1.1
48209,413.8 ,400.1, 427.7,751,stable,1.7 ,-1.2, 4.7
48057,412.9 ,378.5, 449.6,112,falling,-1.2 ,-2.2, -0.2
48383,412.5 ,319.3, 523.5,14,stable,0.1 ,-3.1, 3.4
48465,411.9 ,386.8, 438.3,205,stable,0.7 ,-0.1, 1.6
48121,411.4 ,404.4, 418.5,2934,falling,-1.3 ,-1.6, -0.9
48207,411.3 ,349.5, 482.3,35,stable,-0.8 ,-2.6, 1.1
48195,411.2 ,341.4, 491.3,25,stable,-0.2 ,-2.2, 1.8
48133,411.1 ,375.6, 449.4,111,stable,-0.4 ,-1.3, 0.6
48245,410.4 ,399.7, 421.3,1176,falling,-1.9 ,-2.4, -1.5
48197,409.4 ,333.2, 499.2,22,stable,-0.1 ,-2.0, 1.8
48185,408.9 ,378.7, 441,146,stable,0.6 ,-0.4, 1.7
48405,408.9 ,359.2, 464.6,58,stable,1.1 ,-0.3, 2.5
48397,408.8 ,390.4, 427.8,390,falling,-1.3 ,-2.0, -0.6
